年,月,日,时,气温,风向,风速,降水量,天气现象,日期,AQI,质量等级,PM2.5,PM10,CO,NO2,SO2,O3
2021,11,14,22,13.2,345,0.4,0,轻雾,2021/11/14,127,轻度污染,59,60,27,117,0.5,20
2021,11,14,23,12.2,0,0,0,轻雾,2021/11/14,127,轻度污染,59,60,27,117,0.5,20
2021,11,15,0,11.2,0,0,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,1,10.6,0,0,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,2,10.4,0,0,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,3,10.2,105,0.5,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,4,10.2,108,0.8,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,5,10.7,0,0,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,6,10.9,129,0.9,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,7,10.9,136,0.5,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,8,12,127,0.9,0,雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,9,13.4,78,1.6,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,10,15.3,214,1,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,11,16.9,261,1,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,12,18.9,215,2.4,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,13,18.9,152,1.9,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,14,19.3,236,1.7,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,15,18.9,75,0.6,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,16,18.2,164,1.4,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,17,17.5,129,0.5,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,18,16.7,97,0.4,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,19,16.4,350,0.4,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,20,16.2,345,0.5,0,轻雾，霾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,21,15.2,62,0.4,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,22,14.5,351,0.5,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,15,23,14,0,0,0,轻雾,2021/11/15,129,轻度污染,66,18,6,34,0.9,60
2021,11,16,0,13.2,336,0.5,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,1,13,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,2,13.3,9,0.6,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,3,13.3,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,4,13.4,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,5,13.4,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,6,12.2,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,7,13,152,0.7,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,8,13.8,0,0,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,9,16,34,0.5,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,10,17.6,84,1.2,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,11,18.2,94,1.2,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,12,19.8,168,0.6,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,13,20.4,231,0.5,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,14,20.8,59,0.9,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,15,21.2,224,1.6,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,16,19.5,75,1,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,17,0,,0,,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,18,16.5,106,0.4,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,19,15.3,0,0,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,20,14.2,0,0,0,轻雾，霾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,21,13.8,335,0.6,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,22,13.6,119,0.5,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,16,23,13.2,81,0.6,0,轻雾,2021/11/16,90,良,24,26,83,47,0.4,83
2021,11,17,0,13.7,97,0.6,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,1,13.5,81,0.6,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,2,13.7,128,1.3,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,3,13.7,119,1.2,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,4,13.3,98,1,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,5,13.6,96,1.7,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,6,13.7,133,0.8,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,7,13.8,70,0.7,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,8,14.1,81,0.9,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,9,14.4,101,0.9,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,10,13.9,70,0.4,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,11,13.9,96,0.9,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,12,14.6,173,0.6,0,轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,13,14.8,95,0.8,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,14,14.7,98,1.7,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,15,14.8,66,0.7,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,16,14.5,10,0.6,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,17,14.2,302,0.7,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,18,14.3,285,0.7,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,19,14.3,128,1.5,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,20,14.2,110,0.8,0,轻雾，雨,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,21,14.1,261,0.4,0,雨，轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,22,14.1,295,0.6,0,雨，轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,17,23,14,318,1,0,雨，轻雾,2021/11/17,145,轻度污染,29,2,80,58,1.6,119
2021,11,18,0,14,328,0.5,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,1,13.9,11,1.2,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,2,13.9,290,0.4,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,3,13.8,328,1.5,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,4,13.6,315,1.5,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,5,13.4,346,1.6,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,6,13.4,319,1.2,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,7,13.3,325,0.9,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,8,11.9,331,1,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,9,11.6,304,1,0,雨，轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,10,11.6,334,1.3,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,11,11.9,329,1.2,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,12,12,301,1,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,13,11.9,322,1.1,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,14,12,301,0.9,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,15,12.1,320,1.2,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,16,12.2,329,0.7,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,17,12.4,343,0.8,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,18,12.5,318,0.7,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,19,12.6,292,0.4,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,20,12.6,0,0,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,21,12.5,0,0,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,22,12.4,0,0,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,18,23,12.2,0,0,0,轻雾,2021/11/18,139,轻度污染,29,116,100,42,0.5,44
2021,11,19,0,12.4,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,1,12.4,269,0.5,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,2,12.3,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,3,12.2,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,4,12.1,76,0.5,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,5,11.4,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,6,11.6,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,7,12.7,356,0.7,0,雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,8,12.3,308,1,0,雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,9,11.3,355,1.4,0,雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,10,9.9,334,2.2,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,11,11.8,332,2.4,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,12,10.6,346,1.2,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,13,11.8,229,1.3,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,14,12.8,335,1.1,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,15,12.2,282,1.5,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,16,11,105,1,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,17,10.1,98,1.5,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,18,9.4,307,0.9,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,19,8.7,0,0,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,20,7.8,25,1,0,轻雾,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,21,7.9,325,1.2,0,晴,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,22,7,321,0.8,0,晴,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,19,23,6.9,0,0,0,晴,2021/11/19,153,中度污染,81,85,1,1,1.6,10
2021,11,20,0,6.3,0,0,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,1,5.7,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,2,5.3,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,3,5.5,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,4,4.9,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,5,4.7,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,6,4.1,75,0.6,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,7,5,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,8,6,0,0,0,轻雾,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,9,6.7,350,0.4,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,10,9,113,1.7,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,11,10.1,139,1.4,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,12,9.1,271,0.9,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,13,9.5,51,1.2,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,14,9.5,44,1.1,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,15,10,80,0.8,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,16,8.7,324,0.8,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,17,8,0,0,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,18,7.2,0,0,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,19,7,357,1,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,20,6.7,78,1.6,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,21,6.4,316,0.9,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,22,6.4,215,0.5,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,20,23,6.4,339,1.1,0,晴,2021/11/20,56,良,46,11,17,49,1,37
2021,11,21,0,6.2,244,0.7,0,晴,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,1,5.9,76,1,0,晴,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,2,6.3,78,1.1,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,3,6.1,112,1.1,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,4,5.8,6,1.3,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,5,5.6,313,0.8,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,6,3.9,26,1,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,7,3.9,122,1,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,8,4.2,0,0,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,9,4.3,11,1.2,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,10,4.4,0,0,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,11,4.8,335,1.3,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,12,5.1,19,0.5,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,13,5.1,6,0.8,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,14,5.3,349,1.4,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,15,5.3,332,1.8,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,16,5.4,338,1,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,17,5.1,327,1.4,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,18,4.6,336,1.9,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,19,4.6,336,1.5,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,20,4.5,1,1.9,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,21,4.5,332,2.1,0,轻雾,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,22,4,318,1.5,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,21,23,3.9,274,1.2,0,轻雾，雨,2021/11/21,80,良,5,103,68,26,0.6,13
2021,11,22,0,4,346,1.2,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,1,3.8,338,1.5,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,2,3.8,319,1.4,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,3,3.6,331,1.1,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,4,3.6,310,1.9,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,5,3.7,272,1,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,6,3.7,309,1.1,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,7,3.7,83,0.7,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,8,3.8,334,1,0,轻雾，雨,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,9,4.3,352,3,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,10,5,341,1.3,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,11,5.7,327,1.1,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,12,6.3,328,2.2,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,13,7.3,350,2,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,14,5.9,317,1.6,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,15,6,108,0.6,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,16,5.8,287,0.9,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,17,5.1,353,0.9,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,18,4.9,332,0.7,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,19,4.1,339,0.4,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,20,3.5,339,0.6,0,轻雾,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,21,3.1,0,0,0,晴,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,22,3.2,10,0.8,0,晴,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,22,23,3.4,311,0.5,0,晴,2021/11/22,68,良,5,39,30,58,0.3,47
2021,11,23,0,3.2,0,0,0,晴,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,1,3,66,0.4,0,晴,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,2,2.5,0,0,0,晴,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,3,1.5,132,0.7,0,晴,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,4,1.2,0,0,0,晴,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,5,1,93,0.6,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,6,0.6,0,0,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,7,0.8,0,0,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,8,2,0,0,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,9,3.6,289,0.5,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,10,5.2,0,0,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,11,5.5,154,0.7,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,12,5.2,315,0.6,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,13,5,122,1,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,14,4.9,174,1.3,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,15,5.1,216,0.5,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,16,4.9,139,0.7,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,17,4.6,152,0.5,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,18,4.6,83,0.8,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,19,4.4,336,0.4,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,20,4.5,204,1.3,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,21,4.4,221,1.3,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,22,4.4,228,1.4,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,23,23,4.4,210,1.5,0,轻雾,2021/11/23,70,良,53,10,79,6,0.6,88
2021,11,24,0,4.1,0,0,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,1,3.9,219,0.9,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,2,3.5,269,0.5,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,3,3.8,0,0,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,4,3.8,253,0.9,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,5,3.7,165,0.5,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,6,3.8,169,1.2,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,7,3.3,34,0.7,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,8,3.8,144,0.7,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,9,4.2,223,2.3,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,10,5.2,218,2.2,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,11,7.5,180,2.2,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,12,8.2,197,1.2,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,13,8.6,225,1.1,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,14,9,156,1.4,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,15,8.7,220,1.8,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,16,8.1,292,0.8,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,17,7.3,220,1,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,18,6.6,97,0.5,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,19,6.4,175,0.9,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,20,6.1,201,0.9,0,轻雾，霾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,21,5.5,170,0.8,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,22,5.3,185,0.6,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,24,23,4.6,236,1.1,0,轻雾,2021/11/24,93,良,57,2,40,84,0.7,55
2021,11,25,0,4.6,233,1.6,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,1,3.9,277,0.7,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,2,3.4,0,0,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,3,2.7,0,0,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,4,3,131,0.4,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,5,2.7,99,0.5,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,6,2.2,103,0.7,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,7,1.9,83,0.6,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,8,3,0,0,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,9,5.2,103,1.1,0,轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,10,7.4,180,1,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,11,9,169,1,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,12,8.9,239,0.8,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,13,8.8,55,0.6,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,14,9.8,175,1.4,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,15,8.8,231,0.4,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,16,8.4,328,1.1,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,17,8,313,0.9,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,18,7.9,338,0.6,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,19,7.7,58,0.8,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,20,7.6,273,0.9,0,轻雾，霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,21,7.2,339,0.7,0,.霾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,22,6.7,286,0.8,0,.霾，轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
2021,11,25,23,6.4,334,1.4,0,.霾，轻雾,2021/11/25,118,轻度污染,119,2,6,70,1.4,21
